,Date,Cases,Daily Cases,Deaths
173,2020-07-13,1781.0,38.0,44.0
174,2020-07-14,1806.0,25.0,46.0
175,2020-07-15,1936.0,130.0,46.0
176,2020-07-16,1962.0,26.0,46.0
177,2020-07-17,2077.0,115.0,46.0
178,2020-07-18,2077.0,0.0,46.0
179,2020-07-19,2209.0,132.0,47.0
180,2020-07-20,2220.0,11.0,47.0
181,2020-07-21,2330.0,110.0,48.0
182,2020-07-22,2407.0,77.0,48.0
183,2020-07-23,2466.0,59.0,50.0
184,2020-07-24,2554.0,88.0,53.0
185,2020-07-25,2554.0,0.0,53.0
186,2020-07-26,2642.0,88.0,55.0
187,2020-07-27,2774.0,132.0,56.0
188,2020-07-28,2852.0,78.0,55.0
189,2020-07-29,2957.0,105.0,55.0
190,2020-07-30,3189.0,232.0,56.0
191,2020-07-31,3320.0,131.0,57.0
192,2020-08-01,3396.0,76.0,59.0
193,2020-08-02,3450.0,54.0,59.0
194,2020-08-03,3537.0,87.0,59.0
195,2020-08-04,3639.0,102.0,59.0
196,2020-08-05,3713.0,74.0,61.0
197,2020-08-06,3810.0,97.0,62.0
198,2020-08-07,3909.0,99.0,64.0
199,2020-08-08,3909.0,0.0,64.0
200,2020-08-09,4014.0,105.0,64.0
201,2020-08-10,4083.0,69.0,65.0
202,2020-08-11,4155.0,72.0,66.0
203,2020-08-12,4272.0,117.0,66.0
204,2020-08-13,4363.0,91.0,66.0
205,2020-08-14,4451.0,88.0,66.0
206,2020-08-15,4523.0,72.0,66.0
207,2020-08-16,4560.0,37.0,66.0
208,2020-08-17,4640.0,80.0,66.0
209,2020-08-18,4712.0,72.0,67.0
210,2020-08-19,4758.0,46.0,67.0
211,2020-08-20,4828.0,70.0,70.0
212,2020-08-21,4869.0,41.0,71.0
213,2020-08-22,5005.0,136.0,71.0
214,2020-08-23,5038.0,33.0,71.0
215,2020-08-24,5071.0,33.0,71.0
216,2020-08-25,5116.0,45.0,73.0
217,2020-08-26,5184.0,68.0,75.0
218,2020-08-27,5254.0,70.0,77.0
219,2020-08-28,5324.0,70.0,77.0
220,2020-08-29,5386.0,62.0,77.0
221,2020-08-30,5462.0,76.0,77.0
222,2020-08-31,5521.0,59.0,77.0
223,2020-09-01,5606.0,85.0,78.0
224,2020-09-02,5707.0,101.0,78.0
225,2020-09-03,5773.0,66.0,81.0
226,2020-09-04,5819.0,46.0,82.0
227,2020-09-05,5942.0,123.0,83.0
228,2020-09-06,6002.0,60.0,83.0
229,2020-09-07,6038.0,36.0,83.0
230,2020-09-08,6083.0,45.0,84.0
231,2020-09-09,6168.0,85.0,84.0
232,2020-09-10,6232.0,64.0,85.0
233,2020-09-11,6313.0,81.0,85.0
234,2020-09-12,6407.0,94.0,85.0
235,2020-09-13,6473.0,66.0,87.0
236,2020-09-14,6527.0,54.0,87.0
237,2020-09-15,6609.0,82.0,88.0
238,2020-09-16,6695.0,86.0,89.0
239,2020-09-17,6796.0,101.0,90.0
240,2020-09-18,6912.0,116.0,92.0
241,2020-09-19,6987.0,75.0,92.0
242,2020-09-20,7064.0,77.0,80.0
243,2020-09-21,7141.0,77.0,93.0
244,2020-09-22,7178.0,37.0,95.0
245,2020-09-23,7218.0,40.0,100.0
246,2020-09-24,7291.0,73.0,99.0
247,2020-09-25,7400.0,109.0,99.0
248,2020-09-26,7470.0,70.0,99.0
249,2020-09-27,7512.0,42.0,99.0
250,2020-09-28,7588.0,76.0,101.0
251,2020-09-29,7588.0,0.0,102.0
252,2020-09-30,7460.0,,102.0
253,2020-10-01,7533.0,73.0,102.0
254,2020-10-02,7629.0,96.0,103.0
255,2020-10-03,7629.0,0.0,103.0
256,2020-10-04,7629.0,0.0,103.0
257,2020-10-05,7629.0,0.0,103.0
258,2020-10-06,8279.0,,104.0
259,2020-10-07,8365.0,86.0,107.0
260,2020-10-08,7973.0,,108.0
261,2020-10-09,8069.0,96.0,113.0
262,2020-10-10,8319.0,250.0,116.0
263,2020-10-11,8319.0,0.0,116.0
264,2020-10-12,8319.0,0.0,116.0
265,2020-10-13,8319.0,0.0,116.0
266,2020-10-14,8901.0,582.0,120.0
267,2020-10-15,8977.0,76.0,113.0
268,2020-10-16,9062.0,85.0,113.0
269,2020-10-17,9088.0,26.0,116.0
270,2020-10-18,9174.0,86.0,115.0
271,2020-10-19,9196.0,22.0,115.0
272,2020-10-20,9196.0,0.0,115.0
273,2020-10-21,9384.0,188.0,117.0
274,2020-10-22,9541.0,157.0,118.0
275,2020-10-23,9662.0,121.0,118.0
276,2020-10-24,9765.0,103.0,122.0
277,2020-10-25,9855.0,90.0,123.0
278,2020-10-26,9944.0,89.0,123.0
279,2020-10-27,10033.0,89.0,123.0
280,2020-10-28,10144.0,111.0,126.0
281,2020-10-29,10290.0,146.0,133.0
282,2020-10-30,10365.0,75.0,136.0
283,2020-10-31,10480.0,115.0,140.0
284,2020-11-01,10582.0,102.0,140.0
285,2020-11-02,10777.0,195.0,140.0
286,2020-11-03,10893.0,116.0,142.0
287,2020-11-04,11002.0,109.0,144.0
288,2020-11-05,11224.0,222.0,144.0
289,2020-11-06,11493.0,269.0,144.0
290,2020-11-07,11748.0,255.0,145.0
291,2020-11-08,11979.0,231.0,145.0
292,2020-11-09,12170.0,191.0,145.0
293,2020-11-10,12493.0,323.0,150.0
294,2020-11-11,12717.0,224.0,151.0
295,2020-11-12,12890.0,173.0,152.0
296,2020-11-13,13120.0,230.0,153.0
297,2020-11-14,13748.0,628.0,153.0
298,2020-11-15,13748.0,0.0,153.0
299,2020-11-16,13966.0,218.0,155.0
300,2020-11-17,14380.0,414.0,163.0
301,2020-11-18,14701.0,321.0,165.0
302,2020-11-19,14949.0,248.0,166.0
303,2020-11-20,15213.0,264.0,170.0
304,2020-11-21,15478.0,265.0,171.0
305,2020-11-22,15695.0,217.0,171.0
306,2020-11-23,15920.0,225.0,171.0
307,2020-11-24,16106.0,186.0,175.0
308,2020-11-25,16310.0,204.0,176.0
309,2020-11-26,16601.0,291.0,176.0
310,2020-11-27,16812.0,211.0,176.0
311,2020-11-28,16937.0,125.0,177.0
312,2020-11-29,17136.0,199.0,180.0
313,2020-11-30,17379.0,243.0,180.0
314,2020-12-01,17660.0,281.0,183.0
315,2020-12-02,17812.0,152.0,184.0
316,2020-12-03,18081.0,269.0,185.0
317,2020-12-04,18369.0,288.0,186.0
318,2020-12-05,18654.0,285.0,190.0
319,2020-12-06,18944.0,290.0,190.0
320,2020-12-07,19126.0,182.0,190.0
321,2020-12-08,19335.0,209.0,193.0
322,2020-12-09,19522.0,187.0,193.0
323,2020-12-10,19784.0,262.0,196.0
324,2020-12-11,19784.0,0.0,196.0
325,2020-12-12,20291.0,507.0,197.0
326,2020-12-13,20408.0,117.0,197.0
327,2020-12-14,20584.0,176.0,197.0
328,2020-12-15,20779.0,195.0,205.0
329,2020-12-16,20918.0,139.0,205.0
330,2020-12-17,21082.0,164.0,206.0
331,2020-12-18,21257.0,175.0,207.0
332,2020-12-19,21404.0,147.0,206.0
333,2020-12-20,21519.0,115.0,207.0
334,2020-12-21,21757.0,238.0,207.0
335,2020-12-22,21876.0,119.0,217.0
336,2020-12-23,22116.0,240.0,222.0
337,2020-12-24,22368.0,252.0,229.0
338,2020-12-25,22542.0,174.0,230.0
339,2020-12-26,22654.0,112.0,230.0
340,2020-12-27,22735.0,81.0,230.0
341,2020-12-28,22842.0,107.0,230.0
342,2020-12-29,23016.0,174.0,235.0
343,2020-12-30,23183.0,167.0,239.0
344,2020-12-31,23425.0,242.0,243.0
345,2021-01-01,23679.0,254.0,245.0
346,2021-01-02,23827.0,148.0,245.0
347,2021-01-03,24069.0,242.0,245.0
348,2021-01-04,24069.0,0.0,245.0
349,2021-01-05,24252.0,183.0,258.0
350,2021-01-06,24441.0,189.0,260.0
351,2021-01-07,24721.0,280.0,262.0
352,2021-01-08,24938.0,217.0,263.0
353,2021-01-09,25179.0,241.0,264.0
354,2021-01-10,25384.0,205.0,264.0
355,2021-01-11,25548.0,164.0,264.0
356,2021-01-12,25848.0,300.0,279.0
357,2021-01-13,25970.0,122.0,279.0
358,2021-01-14,26171.0,201.0,280.0
359,2021-01-15,26348.0,177.0,282.0
360,2021-01-16,26508.0,160.0,283.0
361,2021-01-17,26610.0,102.0,283.0
362,2021-01-18,26712.0,102.0,283.0
363,2021-01-19,26775.0,63.0,285.0
364,2021-01-20,26934.0,159.0,290.0
365,2021-01-21,27046.0,112.0,292.0
366,2021-01-22,27169.0,123.0,293.0
367,2021-01-23,27320.0,151.0,297.0
368,2021-01-24,27585.0,265.0,297.0
369,2021-01-25,27634.0,49.0,299.0
370,2021-01-26,27751.0,117.0,305.0
371,2021-01-27,27886.0,135.0,307.0
372,2021-01-28,28001.0,115.0,307.0
373,2021-01-29,28261.0,260.0,308.0
374,2021-01-30,28363.0,102.0,308.0
375,2021-01-31,28420.0,57.0,308.0
376,2021-02-01,28474.0,54.0,308.0
377,2021-02-02,28573.0,99.0,320.0
378,2021-02-03,28660.0,87.0,321.0
379,2021-02-04,28782.0,122.0,323.0
380,2021-02-05,28884.0,102.0,324.0
381,2021-02-06,28972.0,88.0,326.0
382,2021-02-07,29025.0,53.0,327.0
383,2021-02-08,29056.0,31.0,327.0
384,2021-02-09,29160.0,104.0,328.0
385,2021-02-10,29228.0,68.0,328.0
386,2021-02-11,29309.0,81.0,347.0
387,2021-02-12,29388.0,79.0,348.0
388,2021-02-13,29456.0,68.0,352.0
389,2021-02-14,29483.0,27.0,352.0
390,2021-02-15,29495.0,12.0,352.0
391,2021-02-16,29516.0,21.0,354.0
392,2021-02-17,29614.0,98.0,357.0
393,2021-02-18,29741.0,127.0,369.0
394,2021-02-19,29783.0,42.0,369.0
395,2021-02-20,29845.0,62.0,370.0
396,2021-02-21,29875.0,30.0,370.0
397,2021-02-22,29886.0,11.0,370.0
398,2021-02-23,29952.0,66.0,377.0
399,2021-02-24,30008.0,56.0,378.0
400,2021-02-25,30055.0,47.0,378.0
401,2021-02-26,30082.0,27.0,380.0
